,n_genes,percent_mito,n_counts
Rorb_tdTpositive_cell_17,7481,0.020476002,3542676.5
Rorb_tdTpositive_cell_18,8339,0.019724347,11096834.0
Rorb_tdTpositive_cell_19,9001,0.028422296,11107732.0
Rorb_tdTpositive_cell_20,6977,0.018402765,3965502.5
Rorb_tdTpositive_cell_21,7189,0.022198414,6954525.0
Rorb_tdTpositive_cell_22,7214,0.026350118,3719653.5
Rorb_tdTpositive_cell_23,9135,0.022245526,6493038.0
Rorb_tdTpositive_cell_24,9684,0.03213364,20281008.0
Rorb_tdTpositive_cell_25,9683,0.028234234,8102492.5
Rorb_tdTpositive_cell_27,9638,0.0307881,7767767.0
Rorb_tdTpositive_cell_28,9403,0.03389422,12095430.0
Rorb_tdTpositive_cell_29,9378,0.037186664,7299872.0
Rorb_tdTpositive_cell_30,8293,0.02464565,4498237.0
Rorb_tdTpositive_cell_31,9481,0.03584501,15139262.0
Rorb_tdTpositive_cell_32,8963,0.030031962,18963132.0
Rorb_tdTpositive_cell_33,8951,0.024061874,19296188.0
Rorb_tdTpositive_cell_34,9434,0.028779652,19398908.0
Rorb_tdTpositive_cell_35,8384,0.030083792,17961648.0
Rorb_tdTpositive_cell_36,8934,0.027777772,20001446.0
Rorb_tdTpositive_cell_37,9086,0.029382635,17970742.0
Rorb_tdTpositive_cell_38,9141,0.03317798,18551088.0
Rorb_tdTpositive_cell_39,7424,0.0436479,5769144.0
Rorb_tdTpositive_cell_40,9380,0.028644105,8446473.0
Rorb_tdTpositive_cell_42,9558,0.022229362,8883814.0
Rorb_tdTpositive_cell_43,8016,0.020828934,6858246.0
Rorb_tdTpositive_cell_44,8994,0.022255559,7044975.5
Rorb_tdTpositive_cell_45,8033,0.019513858,8586508.0
Rorb_tdTpositive_cell_46,8937,0.030990932,9663474.0
Rorb_tdTpositive_cell_47,7631,0.051944196,5103599.0
Rorb_tdTpositive_cell_48,8873,0.027979555,4399831.0
Rorb_tdTpositive_cell_49,8848,0.02365286,6368524.0
Rorb_tdTpositive_cell_50,9462,0.022446547,6520967.0
Rorb_tdTpositive_cell_51,9411,0.025489915,6200261.5
Rorb_tdTpositive_cell_53,9634,0.02371053,8177506.5
Rorb_tdTpositive_cell_54,8678,0.05918418,11260368.0
Rorb_tdTpositive_cell_55,6474,0.04125858,3362998.5
Scnn1a-Tg2_tdTpositive_cell_3,9953,0.058905397,13283975.0
Scnn1a-Tg2_tdTpositive_cell_4,9439,0.058271643,13273516.0
Scnn1a-Tg2_tdTpositive_cell_5,9360,0.056668565,13368602.0
Scnn1a-Tg2_tdTpositive_cell_6,7976,0.031469584,5149801.5
Scnn1a-Tg2_tdTpositive_cell_7,7625,0.035850696,4095202.5
Scnn1a-Tg2_tdTpositive_cell_8,8238,0.025663149,4339769.0
Scnn1a-Tg2_tdTpositive_cell_9,8716,0.03047049,3963940.0
Scnn1a-Tg2_tdTpositive_cell_10,9111,0.034604292,10432178.0
Scnn1a-Tg2_tdTpositive_cell_11,8063,0.028385121,5226241.0
Scnn1a-Tg2_tdTpositive_cell_12,8328,0.028905362,4160808.5
Scnn1a-Tg2_tdTpositive_cell_13,8343,0.02693349,5303639.0
Scnn1a-Tg2_tdTpositive_cell_14,7827,0.02278293,3956051.8
Scnn1a-Tg2_tdTpositive_cell_15,7641,0.043395214,5430286.0
Scnn1a-Tg2_tdTpositive_cell_16,8062,0.02494783,6031987.5
Scnn1a-Tg2_tdTpositive_cell_17,7481,0.018115671,3954288.5
Scnn1a-Tg2_tdTpositive_cell_18,8491,0.025919309,9324072.0
Scnn1a-Tg2_tdTpositive_cell_19,8599,0.0227736,4153463.5
Scnn1a-Tg2_tdTpositive_cell_20,8538,0.035143152,9440290.0
Scnn1a-Tg2_tdTpositive_cell_21,5285,0.020216603,3446827.0
Scnn1a-Tg2_tdTnegative_cell_1,5550,0.027251573,3243792.0
Scnn1a-Tg2_tdTnegative_cell_2,9349,0.020024404,7414949.0
Scnn1a-Tg2_tdTnegative_cell_3,7595,0.044681713,4750462.0
Scnn1a-Tg2_tdTnegative_cell_4,8116,0.06899827,7794995.0
Scnn1a-Tg2_tdTnegative_cell_5,8726,0.038584664,5949732.0
Scnn1a-Tg2_tdTnegative_cell_6,6256,0.05371033,4049526.0
Scnn1a-Tg2_tdTnegative_cell_7,9261,0.02010349,8749770.0
Scnn1a-Tg2_tdTnegative_cell_8,8417,0.018569753,7754282.5
Scnn1a-Tg2_tdTnegative_cell_9,5670,0.014775369,3032512.5
Scnn1a-Tg2_tdTnegative_cell_10,8407,0.016849704,5380148.5
Scnn1a-Tg2_tdTnegative_cell_11,5887,0.026834447,2945116.5
Scnn1a-Tg2_tdTnegative_cell_12,6927,0.021371612,3482580.8
Scnn1a-Tg2_tdTnegative_cell_13,7774,0.0020475553,5108199.0
Scnn1a-Tg2_tdTnegative_cell_14,6806,0.025660032,5587368.0
Scnn1a-Tg2_tdTnegative_cell_15,6290,0.036106393,3496975.2
Scnn1a-Tg2_tdTnegative_cell_16,6451,0.04522208,7095440.5
Scnn1a-Tg2_tdTnegative_cell_17,5258,0.040422134,7166488.0
Scnn1a-Tg2_tdTnegative_cell_18,6004,0.056127306,3126564.8
Scnn1a-Tg2_tdTnegative_cell_19,6247,0.062074814,5119974.0
Scnn1a-Tg3_tdTpositive_cell_1,8551,0.027108656,4337859.0
Scnn1a-Tg3_tdTpositive_cell_3,8109,0.024494052,4671809.0
Scnn1a-Tg3_tdTpositive_cell_4,9195,0.015277707,11252344.0
Scnn1a-Tg3_tdTpositive_cell_5,9570,0.041116472,4060893.0
Scnn1a-Tg3_tdTpositive_cell_6,9394,0.023949584,12643616.0
Scnn1a-Tg3_tdTpositive_cell_8,7514,0.016771419,6740646.0
Scnn1a-Tg3_tdTpositive_cell_9,7877,0.018834272,6316228.0
Scnn1a-Tg3_tdTpositive_cell_10,7405,0.0342322,4935334.0
Scnn1a-Tg3_tdTpositive_cell_11,8078,0.01927153,5746279.5
Scnn1a-Tg3_tdTpositive_cell_12,8735,0.022983713,5549692.0
Scnn1a-Tg3_tdTpositive_cell_13,7404,0.020718247,5157875.5
Scnn1a-Tg3_tdTpositive_cell_14,7608,0.024177615,6682638.0
Scnn1a-Tg3_tdTpositive_cell_15,7059,0.01645299,5089496.5
Scnn1a-Tg3_tdTpositive_cell_16,7537,0.016652968,5902232.0
Scnn1a-Tg3_tdTpositive_cell_17,7568,0.0183377,3376113.8
Scnn1a-Tg3_tdTpositive_cell_18,7418,0.019280428,2689868.5
Scnn1a-Tg3_tdTpositive_cell_19,8384,0.03421594,2401267.0
Scnn1a-Tg3_tdTpositive_cell_20,8054,0.02096914,6535347.5
Scnn1a-Tg3_tdTpositive_cell_21,8260,0.026124556,5875085.0
Scnn1a-Tg3_tdTpositive_cell_22,8136,0.03121283,5731044.0
Scnn1a-Tg3_tdTpositive_cell_23,7375,0.023338009,3261163.5
Scnn1a-Tg3_tdTpositive_cell_24,5415,0.024708284,6091851.0
Scnn1a-Tg3_tdTpositive_cell_25,7562,0.01798377,4460650.0
Scnn1a-Tg3_tdTpositive_cell_26,7531,0.021697985,3978820.0
Scnn1a-Tg3_tdTpositive_cell_27,7460,0.021040052,5465064.0
Scnn1a-Tg3_tdTpositive_cell_28,7188,0.033510275,6270634.0
Scnn1a-Tg3_tdTpositive_cell_29,7118,0.024392474,6557210.5
Scnn1a-Tg3_tdTpositive_cell_30,7777,0.0192485,4541416.5
Scnn1a-Tg3_tdTpositive_cell_31,7445,0.018110463,4429243.5
Scnn1a-Tg3_tdTpositive_cell_32,6638,0.0238232,7751854.0
Scnn1a-Tg3_tdTpositive_cell_33,5625,0.027688675,3682918.5
Scnn1a-Tg3_tdTpositive_cell_34,7361,0.020075062,2715671.5
Scnn1a-Tg3_tdTpositive_cell_35,7842,0.017905427,4282961.5
Scnn1a-Tg3_tdTpositive_cell_36,6403,0.018110145,6020707.0
Scnn1a-Tg3_tdTpositive_cell_37,7420,0.016799046,4496248.0
Scnn1a-Tg3_tdTpositive_cell_38,7862,0.01658252,4726473.0
Scnn1a-Tg3_tdTpositive_cell_39,8808,0.025045924,5707842.5
Scnn1a-Tg3_tdTpositive_cell_40,8209,0.017976599,2927870.0
Scnn1a-Tg3_tdTpositive_cell_41,7799,0.023551991,5255813.0
Scnn1a-Tg3_tdTpositive_cell_42,8671,0.021277063,8696271.0
Scnn1a-Tg3_tdTpositive_cell_43,8418,0.022576043,8931367.0
Scnn1a-Tg3_tdTpositive_cell_44,6423,0.026440592,9472298.0
Scnn1a-Tg3_tdTpositive_cell_45,7514,0.019528478,3892673.8
Scnn1a-Tg3_tdTpositive_cell_46,8074,0.026621021,7667818.0
Scnn1a-Tg3_tdTpositive_cell_47,7876,0.022144722,4094989.0
Scnn1a-Tg3_tdTpositive_cell_48,7240,0.021934899,4601008.0
Scnn1a-Tg3_tdTpositive_cell_49,7140,0.020570984,3258418.0
Scnn1a-Tg3_tdTpositive_cell_50,7576,0.026495472,2790242.5
Scnn1a-Tg3_tdTpositive_cell_51,9008,0.03231702,7094828.0
Scnn1a-Tg3_tdTpositive_cell_52,7751,0.017876098,5714886.5
Scnn1a-Tg3_tdTpositive_cell_53,8235,0.022751339,5772462.0
Scnn1a-Tg3_tdTpositive_cell_54,7338,0.022388976,4899756.5
Scnn1a-Tg3_tdTpositive_cell_55,5932,0.021968283,3975487.5
Scnn1a-Tg3_tdTpositive_cell_56,8429,0.027000707,8201940.5
Scnn1a-Tg3_tdTpositive_cell_57,8087,0.021187823,4074194.5
Scnn1a-Tg3_tdTpositive_cell_58,6290,0.030728297,8092722.0
Scnn1a-Tg3_tdTpositive_cell_59,8325,0.02396792,5228065.0
Scnn1a-Tg3_tdTpositive_cell_60,7868,0.018066779,5077792.0
Scnn1a-Tg3_tdTpositive_cell_61,7784,0.023031102,5665529.0
Scnn1a-Tg3_tdTpositive_cell_62,7707,0.028154416,6509429.5
Scnn1a-Tg3_tdTpositive_cell_63,8572,0.022330666,6096610.0
Scnn1a-Tg3_tdTpositive_cell_64,9516,0.024813535,6172941.0
Scnn1a-Tg3_tdTpositive_cell_65,5847,0.024698105,2164863.5
Scnn1a-Tg3_tdTpositive_cell_66,6541,0.012051011,2388806.0
Scnn1a-Tg3_tdTpositive_cell_67,7402,0.018613452,6393888.5
Scnn1a-Tg3_tdTpositive_cell_68,6529,0.014422216,3322359.2
Scnn1a-Tg3_tdTpositive_cell_69,6906,0.015156571,3094645.5
Scnn1a-Tg3_tdTpositive_cell_70,6622,0.02307454,2729587.0
Scnn1a-Tg3_tdTpositive_cell_71,7671,0.028698783,2443377.0
Scnn1a-Tg3_tdTpositive_cell_72,6559,0.018239873,3222080.0
Scnn1a-Tg3_tdTpositive_cell_73,6986,0.01746451,2760061.5
Scnn1a-Tg3_tdTpositive_cell_74,6954,0.01854867,2974297.8
Scnn1a-Tg3_tdTpositive_cell_75,7023,0.014713827,3098010.2
Scnn1a-Tg3_tdTpositive_cell_76,7128,0.021985954,4195659.0
Scnn1a-Tg3_tdTpositive_cell_77,6566,0.01946651,2585594.5
Scnn1a-Tg3_tdTpositive_cell_78,6953,0.030234687,2712047.2
Scnn1a-Tg3_tdTpositive_cell_79,6308,0.041003007,2778045.0
Scnn1a-Tg3_tdTpositive_cell_80,7408,0.018643921,2507641.5
Scnn1a-Tg3_tdTpositive_cell_81,6783,0.024619687,2346929.5
Scnn1a-Tg3_tdTpositive_cell_82,6757,0.017502889,2573015.0
Scnn1a-Tg3_tdTpositive_cell_83,7820,0.024878489,4265166.0
Scnn1a-Tg3_tdTpositive_cell_84,7284,0.022429114,2215634.5
Scnn1a-Tg3_tdTpositive_cell_85,6276,0.015379521,2165077.8
Scnn1a-Tg3_tdTpositive_cell_86,7737,0.017207982,1841128.0
Scnn1a-Tg3_tdTpositive_cell_87,7323,0.022487113,1972942.2
Scnn1a-Tg3_tdTpositive_cell_88,6397,0.017920353,2069216.1
Scnn1a-Tg3_tdTpositive_cell_89,6340,0.016395126,2391715.0
Scnn1a-Tg3_tdTpositive_cell_90,6451,0.01803625,2130805.0
Scnn1a-Tg3_tdTpositive_cell_91,6759,0.01707202,2652466.0
Scnn1a-Tg3_tdTpositive_cell_92,9641,0.027502494,12340724.0
Scnn1a-Tg3_tdTpositive_cell_99,9346,0.019964205,9552171.0
Scnn1a-Tg3_tdTpositive_cell_100,9793,0.09658877,8037873.0
Scnn1a-Tg3_tdTpositive_cell_101,7822,0.06704251,1333440.0
Scnn1a-Tg3_tdTpositive_cell_103,6091,0.019021066,2087493.1
Scnn1a-Tg3_tdTpositive_cell_104,9059,0.044468686,11109149.0
Scnn1a-Tg3_tdTpositive_cell_105,9861,0.042967632,26580352.0
Scnn1a-Tg3_tdTpositive_cell_106,8825,0.03250832,2210717.5
Scnn1a-Tg3_tdTpositive_cell_107,8534,0.021892281,5934257.0
Scnn1a-Tg3_tdTpositive_cell_108,8868,0.031091718,5870946.5
Scnn1a-Tg3_tdTpositive_cell_109,5863,0.026570113,1985318.6
Scnn1a-Tg3_tdTpositive_cell_110,6576,0.02540644,2677033.5
Scnn1a-Tg3_tdTnegative_cell_1,3730,0.048892725,2922138.5
Scnn1a-Tg3_tdTnegative_cell_2,3744,0.07516698,3440025.5
Scnn1a-Tg3_tdTnegative_cell_3,3991,0.060886517,3411128.5
Scnn1a-Tg3_tdTnegative_cell_4,3638,0.021747751,2469953.5
Scnn1a-Tg3_tdTnegative_cell_5,5243,0.023009067,2315332.5
Scnn1a-Tg3_tdTnegative_cell_6,4280,0.07843604,3495193.0
Scnn1a-Tg3_tdTnegative_cell_7,5391,0.008450337,2408536.2
Scnn1a-Tg3_tdTnegative_cell_8,3747,0.081113026,1645173.4
Scnn1a-Tg3_tdTnegative_cell_9,4845,0.004602887,2530546.8
Scnn1a-Tg3_tdTnegative_cell_10,4219,0.06099518,3816002.0
Scnn1a-Tg3_tdTnegative_cell_11,4504,0.015655817,2269552.0
Scnn1a-Tg3_tdTnegative_cell_12,3922,0.059950083,2636935.5
Scnn1a-Tg3_tdTnegative_cell_13,3915,0.04476863,2925222.5
Scnn1a-Tg3_tdTnegative_cell_14,4650,0.038334206,4251526.0
Scnn1a-Tg3_tdTnegative_cell_15,4039,0.055282164,3307693.8
Scnn1a-Tg3_tdTnegative_cell_16,3742,0.030931242,3057366.8
Scnn1a-Tg3_tdTnegative_cell_17,4677,0.010833984,2141608.5
Scnn1a-Tg3_tdTnegative_cell_18,4182,0.057918582,3925526.5
Scnn1a-Tg3_tdTnegative_cell_19,4176,0.062416174,4479403.0
Scnn1a-Tg3_tdTnegative_cell_20,6525,0.015282988,5229918.0
Scnn1a-Tg3_tdTnegative_cell_21,3788,0.08960687,2813887.5
Scnn1a-Tg3_tdTnegative_cell_22,3317,0.07416513,5141613.0
Scnn1a-Tg3_tdTnegative_cell_23,3811,0.06237267,2453988.0
Scnn1a-Tg3_tdTnegative_cell_24,3802,0.08566044,1362758.1
Slc17a6_tdTpositive_cell_1,8408,0.025953803,2593037.0
Slc17a6_tdTpositive_cell_2,7373,0.026968256,2972967.5
Slc17a6_tdTpositive_cell_3,7597,0.02783066,3151615.2
Slc17a6_tdTpositive_cell_4,7542,0.029060515,2717134.8
Slc17a6_tdTpositive_cell_5,7074,0.08302568,2290503.0
Slc17a6_tdTpositive_cell_6,7626,0.035134252,2874944.8
Slc17a6_tdTpositive_cell_7,7652,0.025101244,2513620.2
Slc17a6_tdTpositive_cell_8,7484,0.030664066,2525893.5
Slc17a6_tdTpositive_cell_9,7749,0.03614038,3393610.0
Slc17a6_tdTpositive_cell_10,7784,0.033549692,3275474.5
Slc17a6_tdTpositive_cell_11,7529,0.032011043,3175639.5
Slc17a6_tdTpositive_cell_12,8264,0.021118518,2917569.2
Slc17a6_tdTpositive_cell_13,5889,0.024736647,4384137.0
Slc17a6_tdTpositive_cell_14,7484,0.023405896,2856079.8
Slc17a6_tdTpositive_cell_15,7380,0.021946307,2891408.0
Slc17a6_tdTpositive_cell_16,6856,0.02616314,3480814.2
Slc17a6_tdTpositive_cell_17,7761,0.02696463,3298785.0
Slc17a6_tdTpositive_cell_18,6907,0.023358267,3160331.8
Slc17a6_tdTpositive_cell_19,7646,0.029122865,2808500.8
Slc17a6_tdTpositive_cell_20,7442,0.026708588,3026273.5
Slc17a6_tdTpositive_cell_21,7579,0.024930816,3014589.0
Slc17a6_tdTpositive_cell_22,7858,0.034092795,3444231.2
Slc17a6_tdTpositive_cell_23,6336,0.021546144,2760750.8
Slc17a6_tdTpositive_cell_24,7646,0.0324624,3529316.2
Slc17a6_tdTpositive_cell_25,8044,0.03256526,3070014.2
Slc17a6_tdTpositive_cell_26,7576,0.030117484,3043933.8
Slc17a6_tdTpositive_cell_27,7958,0.022217527,2788243.5
Slc17a6_tdTpositive_cell_28,7893,0.027877878,3367277.2
Slc17a6_tdTpositive_cell_29,8162,0.022470577,3630647.0
Slc17a6_tdTpositive_cell_30,7516,0.02835741,2461092.8
Slc17a6_tdTpositive_cell_31,7903,0.021055015,3371976.2
Slc17a6_tdTpositive_cell_32,7791,0.031140432,2860244.5
Slc17a6_tdTpositive_cell_33,8097,0.026829435,2932918.0
Slc17a6_tdTpositive_cell_34,7799,0.031078938,3196294.0
Slc17a6_tdTpositive_cell_35,7483,0.028027153,3124724.5
Slc17a6_tdTpositive_cell_36,8058,0.033194244,2745193.5
Slc17a6_tdTpositive_cell_37,7719,0.02181758,3611867.0
Slc17a6_tdTpositive_cell_38,7613,0.028940048,3484318.2
Slc17a6_tdTpositive_cell_39,7000,0.025157358,3591105.0
Slc17a6_tdTpositive_cell_40,7570,0.030189516,3790270.5
Slc17a6_tdTpositive_cell_41,8337,0.031165715,3546224.5
Slc17a6_tdTpositive_cell_42,7454,0.029764991,3125726.8
Slc17a6_tdTpositive_cell_43,7852,0.04006161,3771278.0
Slc17a6_tdTpositive_cell_44,9553,0.029213598,13306644.0
Slc17a6_tdTpositive_cell_45,7318,0.058761336,2360869.0
Slc17a6_tdTpositive_cell_46,7536,0.025885025,3563661.0
Slc17a6_tdTpositive_cell_47,7180,0.027200496,3869534.8
Sst_tdTpositive_cell_1,6967,0.025524879,5294231.0
Sst_tdTpositive_cell_2,7746,0.0203494,5839337.0
Sst_tdTpositive_cell_3,7026,0.049657863,5658346.0
Sst_tdTpositive_cell_4,8021,0.028990194,5583203.5
Sst_tdTpositive_cell_5,7807,0.031761244,5269341.0
Sst_tdTpositive_cell_6,7177,0.03105513,5606727.5
Sst_tdTpositive_cell_7,8005,0.03425904,10911372.0
Sst_tdTpositive_cell_8,8190,0.030782234,5711983.0
Sst_tdTpositive_cell_9,7352,0.0358268,4520706.5
Sst_tdTpositive_cell_10,7373,0.037822645,5112222.0
Sst_tdTpositive_cell_11,7849,0.025982335,5055745.5
Sst_tdTpositive_cell_12,7735,0.03141997,6305891.0
Sst_tdTpositive_cell_13,7835,0.025520207,6990120.5
Sst_tdTpositive_cell_14,7344,0.027898366,6799935.0
Sst_tdTpositive_cell_15,8078,0.020767905,5905378.0
Sst_tdTpositive_cell_16,5920,0.04246099,4079808.2
Sst_tdTpositive_cell_17,7404,0.030049117,5728746.0
Sst_tdTpositive_cell_18,8444,0.032651026,6947011.0
Sst_tdTpositive_cell_19,6935,0.057517678,6382586.0
Sst_tdTpositive_cell_20,8167,0.05048778,4169481.0
Sst_tdTpositive_cell_21,9007,0.03386283,6035652.0
Sst_tdTpositive_cell_22,8349,0.0437062,5125921.0
Sst_tdTpositive_cell_23,8171,0.050289344,4901685.0
Sst_tdTpositive_cell_24,8641,0.051912572,6981468.5
Sst_tdTpositive_cell_25,8032,0.041567862,4963223.0
Sst_tdTpositive_cell_26,8878,0.03410853,6564320.0
Sst_tdTpositive_cell_27,7676,0.023382433,6868078.0
Sst_tdTpositive_cell_28,9571,0.046245534,15358573.0
Sst_tdTpositive_cell_29,8582,0.034015626,11949628.0
Sst_tdTpositive_cell_30,9176,0.03055127,7686382.5
Sst_tdTpositive_cell_31,6089,0.02576559,8004166.0
Sst_tdTpositive_cell_32,7208,0.01659144,4078917.0
Sst_tdTpositive_cell_33,8427,0.034255326,5621113.0
Sst_tdTpositive_cell_34,8117,0.023840645,10198485.0
Sst_tdTpositive_cell_35,7621,0.023683669,5036263.0
Sst_tdTpositive_cell_36,8489,0.028147578,3940532.8
Sst_tdTpositive_cell_37,7681,0.02497174,5268148.0
Sst_tdTpositive_cell_38,7087,0.015378387,4943301.0
Sst_tdTpositive_cell_39,8276,0.018353362,4045870.5
Sst_tdTpositive_cell_40,6853,0.018720008,3822311.0
Sst_tdTpositive_cell_41,7067,0.026549948,4414908.0
Sst_tdTpositive_cell_42,7699,0.014853691,5643988.0
Sst_tdTpositive_cell_43,7964,0.022987753,5106087.0
Sst_tdTpositive_cell_44,7791,0.015251935,4634899.5
Sst_tdTpositive_cell_45,6469,0.022728873,2383315.0
Sst_tdTpositive_cell_46,7054,0.056021232,3799434.2
Sst_tdTpositive_cell_47,7592,0.023997445,6014304.5
Sst_tdTpositive_cell_48,7088,0.024259312,4829467.0
Sst_tdTpositive_cell_49,8084,0.01995868,4437571.5
Sst_tdTpositive_cell_50,7914,0.019430323,5655808.0
Sst_tdTpositive_cell_51,8049,0.021492487,4306423.5
Sst_tdTpositive_cell_52,8115,0.02437493,4045553.5
Sst_tdTpositive_cell_53,8084,0.030291643,4519307.0
Sst_tdTpositive_cell_54,7969,0.02086214,4711455.5
Sst_tdTpositive_cell_55,8733,0.032112684,7450344.0
Sst_tdTpositive_cell_56,8612,0.05383872,4848318.0
Sst_tdTpositive_cell_57,7942,0.026162151,3268443.5
Sst_tdTpositive_cell_58,7079,0.020758662,2314151.0
Sst_tdTpositive_cell_59,7471,0.021779567,3719002.5
Sst_tdTpositive_cell_60,7197,0.020813398,3374192.2
Sst_tdTpositive_cell_61,7751,0.024060637,3538494.5
Sst_tdTpositive_cell_62,5750,0.0254723,4842299.5
Sst_tdTpositive_cell_63,7155,0.0247586,3929924.0
Sst_tdTpositive_cell_64,6587,0.024267644,4803654.0
Sst_tdTpositive_cell_65,7949,0.023834603,3959117.5
Sst_tdTpositive_cell_66,7423,0.047611102,2864403.8
Sst_tdTpositive_cell_67,6788,0.025963277,3694355.0
Sst_tdTpositive_cell_68,8007,0.03408627,3557310.8
Sst_tdTpositive_cell_69,7909,0.028021649,4681476.0
Sst_tdTpositive_cell_70,7974,0.043975472,4575478.5
Sst_tdTpositive_cell_71,7070,0.03879807,10455737.0
Sst_tdTpositive_cell_72,8087,0.019376015,4299739.0
Sst_tdTpositive_cell_73,7183,0.023384644,3353735.2
Sst_tdTpositive_cell_74,7994,0.02200581,3968551.0
Sst_tdTpositive_cell_75,7267,0.041113213,4134208.5
Sst_tdTpositive_cell_76,8284,0.045277268,6792313.0
Sst_tdTpositive_cell_77,8208,0.03813579,7545341.0
Sst_tdTpositive_cell_78,8377,0.04007976,6387139.5
Sst_tdTpositive_cell_79,8942,0.03964915,8481311.0
Sst_tdTpositive_cell_80,8729,0.02804467,5267364.5
Sst_tdTpositive_cell_81,8720,0.033850256,6245429.0
Sst_tdTpositive_cell_82,8907,0.028479159,5975987.5
Sst_tdTpositive_cell_83,7605,0.048149914,4916091.0
Sst_tdTpositive_cell_84,8638,0.030838935,7962284.0
Sst_tdTpositive_cell_85,6986,0.026961988,4440570.5
Sst_tdTpositive_cell_86,7935,0.025466463,4635880.0
Sst_tdTpositive_cell_87,8425,0.023068553,5907220.0
Sst_tdTpositive_cell_88,7160,0.025682379,3858924.5
Sst_tdTpositive_cell_89,8091,0.02626507,4009080.5
Sst_tdTpositive_cell_90,8473,0.025510538,4475957.0
Sst_tdTpositive_cell_91,8427,0.026919281,3865732.8
Sst_tdTpositive_cell_92,8919,0.02393823,4076305.2
Sst_tdTpositive_cell_93,7935,0.025018858,4853950.5
Sst_tdTpositive_cell_94,8103,0.03794981,4996636.5
Sst_tdTpositive_cell_95,7767,0.017713977,5049160.5
Sst_tdTpositive_cell_96,7822,0.02430518,4115331.0
Sst_tdTpositive_cell_97,7086,0.022548145,4981901.0
Sst_tdTpositive_cell_98,7328,0.022683304,4551060.5
Sst_tdTpositive_cell_99,8689,0.031528436,4438363.5
Sst_tdTpositive_cell_100,7594,0.06045144,14673806.0
Sst_tdTpositive_cell_101,8891,0.039032962,17904748.0
Sst_tdTpositive_cell_102,8566,0.031815317,18042820.0
Sst_tdTpositive_cell_103,8434,0.023444742,17365354.0
Sst_tdTpositive_cell_104,8595,0.03692944,16562986.0
Sst_tdTpositive_cell_105,7873,0.032807723,18395144.0
Sst_tdTpositive_cell_106,7570,0.06089308,5242938.0
Sst_tdTpositive_cell_107,7371,0.029117359,4751047.0
Tac2_tdTpositive_cell_1,9211,0.07481467,5604493.5
Tac2_tdTpositive_cell_2,8939,0.048831537,3684484.5
Tac2_tdTpositive_cell_3,9115,0.0628315,4167445.2
Tac2_tdTpositive_cell_4,7806,0.05084356,3275288.5
Tac2_tdTpositive_cell_5,6934,0.059256665,3561985.0
Tac2_tdTpositive_cell_6,7961,0.042215284,4610856.5
Tac2_tdTpositive_cell_7,8825,0.059351593,4958797.0
Tac2_tdTpositive_cell_8,8096,0.052955456,5893435.0
Vip_tdTpositive_cell_1,5692,0.03340434,4335050.0
Vip_tdTpositive_cell_2,7012,0.021808218,3514958.8
Vip_tdTpositive_cell_3,6166,0.019295948,3515875.5
Vip_tdTpositive_cell_4,6448,0.015611112,4933427.0
Vip_tdTpositive_cell_5,6657,0.020196823,3970587.0
Vip_tdTpositive_cell_6,5841,0.013398184,3543581.5
Vip_tdTpositive_cell_7,6715,0.019145824,6932483.0
Vip_tdTpositive_cell_8,6094,0.019656654,3994615.0
Vip_tdTpositive_cell_9,6362,0.017388064,4047847.5
Vip_tdTpositive_cell_10,5981,0.01754807,4040811.2
Vip_tdTpositive_cell_11,5514,0.018578552,2850040.5
Vip_tdTpositive_cell_12,6889,0.016995875,3325939.2
Vip_tdTpositive_cell_13,6274,0.018272689,3766586.2
Vip_tdTpositive_cell_14,6577,0.019809617,3474913.0
Vip_tdTpositive_cell_15,7125,0.019476226,8052320.0
Vip_tdTpositive_cell_16,3959,0.04345648,4816576.0
Vip_tdTpositive_cell_17,7061,0.02020384,4305854.5
Vip_tdTpositive_cell_18,6058,0.016686583,5074607.5
Vip_tdTpositive_cell_19,5944,0.018749174,4064710.8
Vip_tdTpositive_cell_20,6217,0.019751398,4241440.0
Vip_tdTpositive_cell_21,5975,0.022669757,4371049.0
Vip_tdTpositive_cell_22,6542,0.016856657,4423318.5
Vip_tdTpositive_cell_23,7354,0.01862906,5363397.0
Vip_tdTpositive_cell_24,5439,0.020279953,1060612.0
Vip_tdTpositive_cell_25,6316,0.02285484,5167581.0
Vip_tdTpositive_cell_26,6457,0.02292398,4716184.0
Vip_tdTpositive_cell_27,5660,0.019570008,5230109.0
Vip_tdTpositive_cell_28,6689,0.022829676,4431387.0
Vip_tdTpositive_cell_29,4782,0.022114558,5462204.0
Vip_tdTpositive_cell_30,6781,0.036322214,2789492.5
Vip_tdTpositive_cell_31,6987,0.026511628,4299534.5
Vip_tdTpositive_cell_32,6241,0.018253703,4603877.5
Vip_tdTpositive_cell_33,6280,0.019995062,2040564.8
Vip_tdTpositive_cell_34,7039,0.020122297,4466993.0
Vip_tdTpositive_cell_35,6082,0.02663989,1941098.1
Vip_tdTpositive_cell_36,6067,0.020286543,4092454.5
Vip_tdTpositive_cell_37,5404,0.019068489,1550105.2
Vip_tdTpositive_cell_38,6892,0.018766478,7113987.5
Vip_tdTpositive_cell_39,6705,0.02314936,4627080.0
Vip_tdTpositive_cell_40,7136,0.02318868,4942375.0
Vip_tdTpositive_cell_41,7353,0.015884226,6415241.0
Vip_tdTpositive_cell_42,7070,0.021897163,6538979.0
